club_id,club_name,season,estimated_player_wages_eur,estimated_player_wages_original,estimated_player_wages_original_currency,estimated_player_wages_original_unit,weekly_wages_original,official_staff_costs_eur,currency_original,units_original,conversion_rate_to_eur,exchange_rate_source,source_name,source_url,date_accessed,evidence,confidence_level,requires_manual_review,notes,_source_file
tottenham_hotspur,Tottenham Hotspur,2013/14,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2013-2014/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2013/14 at https://www.capology.com/club/tottenham/salaries/2013-2014/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2013_14_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2014/15,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2014-2015/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2014/15 at https://www.capology.com/club/tottenham/salaries/2014-2015/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2014_15_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2015/16,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2015-2016/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2015/16 at https://www.capology.com/club/tottenham/salaries/2015-2016/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2015_16_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2016/17,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2016-2017/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2016/17 at https://www.capology.com/club/tottenham/salaries/2016-2017/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2016_17_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2017/18,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2017-2018/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2017/18 at https://www.capology.com/club/tottenham/salaries/2017-2018/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2017_18_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2018/19,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2018-2019/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2018/19 at https://www.capology.com/club/tottenham/salaries/2018-2019/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2018_19_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2019/20,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2019-2020/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2019/20 at https://www.capology.com/club/tottenham/salaries/2019-2020/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2019_20_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2020/21,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2020-2021/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2020/21 at https://www.capology.com/club/tottenham/salaries/2020-2021/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2020_21_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2021/22,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2021-2022/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2021/22 at https://www.capology.com/club/tottenham/salaries/2021-2022/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2021_22_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2022/23,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2022-2023/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2022/23 at https://www.capology.com/club/tottenham/salaries/2022-2023/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2022_23_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2023/24,,112450000.0,GBP,gross annual base wages,2162500.0,,GBP,full pounds,,,Capology,https://www.capology.com/club/tottenham/salaries/2023-2024/,2026-05-05,"[{'field': 'estimated_player_wages_eur', 'value_original': 112450000, 'unit_original': 'GBP gross annual base wages', 'page_or_location': 'meta_description', 'evidence_text': 'Estimated Gross Fixed Salaries for the 2023-2024 Season was £112,450,000, or £2,162,500 per week, not including bonuses.'}]",medium,True,"Capology wage estimates are not official figures. Values represent estimated gross fixed player salaries and exclude bonuses. EUR conversion is pending a project-level FX methodology, so the EUR field remains null for now.",tottenham_hotspur_2023_24_wage_output.json
tottenham_hotspur,Tottenham Hotspur,2024/25,,,,,,,,,,,Capology,https://www.capology.com/club/tottenham/salaries/2024-2025/,2026-05-05,[],low,True,No structured Capology season salary value was available for 2024/25 at https://www.capology.com/club/tottenham/salaries/2024-2025/. This likely reflects missing historical coverage for that season. EUR conversion is pending a project-level FX methodology.,tottenham_hotspur_2024_25_wage_output.json
