club_id,club_name,season,financial_year_end,field,value_original,page_number,statement_label,evidence_text,source_document,source_url
chelsea,Chelsea,2013/14,2014-06-30,net_debt_original,0.0,27,Net debt,Annual report analysis of net debt note. Values were disclosed in GBP thousands and converted to full GBP.,Group of companies' accounts made up to 30 June 2014,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzExNDY3NzI3MmFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2014/15,2015-06-30,matchday_revenue_original,70778000.0,16,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2014/15,2015-06-30,broadcast_revenue_original,135565000.0,16,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2014/15,2015-06-30,commercial_revenue_original,107944000.0,16,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2014/15,2015-06-30,excluded_player_trading_revenue_original,42027000.0,17,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2014/15,2015-06-30,staff_costs_original,215647000.0,17,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2014/15,2015-06-30,player_amortisation_original,70186000.0,17,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2014/15,2015-06-30,profit_on_player_sales_original,42027000.0,17,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2014/15,2015-06-30,profit_loss_before_tax_original,20000.0,20,Profit/(loss) on ordinary activities before taxation,Annual report profit/tax note. Values were disclosed in GBP thousands and converted to full GBP.,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2014/15,2015-06-30,net_debt_original,0.0,29,Net debt,Annual report analysis of net debt note. Values were disclosed in GBP thousands and converted to full GBP.,Group of companies' accounts made up to 30 June 2015,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzEzODU4Mjg2MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2015/16,2016-06-30,matchday_revenue_original,69675000.0,23,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2016,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE2NjMwNjg5MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2015/16,2016-06-30,broadcast_revenue_original,142933000.0,23,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2016,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE2NjMwNjg5MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2015/16,2016-06-30,commercial_revenue_original,116514000.0,23,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2016,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE2NjMwNjg5MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2015/16,2016-06-30,excluded_player_trading_revenue_original,49000000.0,24,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2016,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE2NjMwNjg5MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2015/16,2016-06-30,staff_costs_original,222406000.0,25,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2016,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE2NjMwNjg5MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2015/16,2016-06-30,player_amortisation_original,71909000.0,24,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2016,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE2NjMwNjg5MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2015/16,2016-06-30,profit_on_player_sales_original,49000000.0,24,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2016,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE2NjMwNjg5MWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2016/17,2017-06-30,matchday_revenue_original,65519000.0,22,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2017,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE5NDY3NTc5NGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2016/17,2017-06-30,broadcast_revenue_original,162446000.0,22,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2017,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE5NDY3NTc5NGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2016/17,2017-06-30,commercial_revenue_original,133343000.0,22,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2017,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE5NDY3NTc5NGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2016/17,2017-06-30,excluded_player_trading_revenue_original,69226000.0,23,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2017,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE5NDY3NTc5NGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2016/17,2017-06-30,staff_costs_original,219659000.0,24,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2017,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE5NDY3NTc5NGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2016/17,2017-06-30,player_amortisation_original,89642000.0,23,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2017,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE5NDY3NTc5NGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2016/17,2017-06-30,profit_on_player_sales_original,69226000.0,23,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2017,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzE5NDY3NTc5NGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2017/18,2018-06-30,matchday_revenue_original,73938000.0,22,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2018,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzIyMzk3MDA5OGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2017/18,2018-06-30,broadcast_revenue_original,204141000.0,22,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2018,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzIyMzk3MDA5OGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2017/18,2018-06-30,commercial_revenue_original,165370000.0,22,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2018,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzIyMzk3MDA5OGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2017/18,2018-06-30,excluded_player_trading_revenue_original,112995000.0,23,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2018,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzIyMzk3MDA5OGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2017/18,2018-06-30,staff_costs_original,244084000.0,24,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2018,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzIyMzk3MDA5OGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2017/18,2018-06-30,player_amortisation_original,125554000.0,23,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2018,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzIyMzk3MDA5OGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2017/18,2018-06-30,profit_on_player_sales_original,112995000.0,23,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2018,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzIyMzk3MDA5OGFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2018/19,2019-06-30,matchday_revenue_original,66623000.0,22,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2019,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI1MzY5NTU2NWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2018/19,2019-06-30,broadcast_revenue_original,200188000.0,22,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2019,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI1MzY5NTU2NWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2018/19,2019-06-30,commercial_revenue_original,179930000.0,22,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2019,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI1MzY5NTU2NWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2018/19,2019-06-30,excluded_player_trading_revenue_original,60459000.0,23,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2019,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI1MzY5NTU2NWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2018/19,2019-06-30,staff_costs_original,285550000.0,24,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2019,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI1MzY5NTU2NWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2018/19,2019-06-30,player_amortisation_original,170010000.0,23,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2019,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI1MzY5NTU2NWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2018/19,2019-06-30,profit_on_player_sales_original,60459000.0,23,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2019,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI1MzY5NTU2NWFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2019/20,2020-06-30,matchday_revenue_original,54469000.0,25,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2020,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI5MTA2NDMxM2FkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2019/20,2020-06-30,broadcast_revenue_original,182546000.0,25,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2020,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI5MTA2NDMxM2FkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2019/20,2020-06-30,commercial_revenue_original,170387000.0,25,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2020,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI5MTA2NDMxM2FkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2019/20,2020-06-30,excluded_player_trading_revenue_original,142645000.0,26,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2020,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI5MTA2NDMxM2FkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2019/20,2020-06-30,staff_costs_original,283480000.0,27,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2020,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI5MTA2NDMxM2FkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2019/20,2020-06-30,player_amortisation_original,129141000.0,26,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2020,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI5MTA2NDMxM2FkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2019/20,2020-06-30,profit_on_player_sales_original,142645000.0,26,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2020,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzI5MTA2NDMxM2FkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2020/21,2021-06-30,matchday_revenue_original,7654000.0,28,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2021,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzMyNDMxMTA2NmFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2020/21,2021-06-30,broadcast_revenue_original,273606000.0,28,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2021,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzMyNDMxMTA2NmFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2020/21,2021-06-30,commercial_revenue_original,153603000.0,28,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2021,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzMyNDMxMTA2NmFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2020/21,2021-06-30,excluded_player_trading_revenue_original,27940000.0,29,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2021,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzMyNDMxMTA2NmFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2020/21,2021-06-30,staff_costs_original,332905000.0,30,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2021,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzMyNDMxMTA2NmFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2020/21,2021-06-30,player_amortisation_original,163864000.0,29,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2021,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzMyNDMxMTA2NmFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2020/21,2021-06-30,profit_on_player_sales_original,27940000.0,29,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2021,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzMyNDMxMTA2NmFkaXF6a2N4/document?format=pdf&download=0
chelsea,Chelsea,2021/22,2022-06-30,matchday_revenue_original,69163000.0,29,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2022,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzM3NDg3MzQ5MGFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2021/22,2022-06-30,broadcast_revenue_original,235016000.0,29,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2022,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzM3NDg3MzQ5MGFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2021/22,2022-06-30,commercial_revenue_original,177099000.0,29,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2022,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzM3NDg3MzQ5MGFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2021/22,2022-06-30,excluded_player_trading_revenue_original,123213000.0,30,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2022,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzM3NDg3MzQ5MGFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2021/22,2022-06-30,staff_costs_original,340249000.0,31,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2022,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzM3NDg3MzQ5MGFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2021/22,2022-06-30,player_amortisation_original,162457000.0,30,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2022,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzM3NDg3MzQ5MGFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2021/22,2022-06-30,profit_on_player_sales_original,123213000.0,30,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2022,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzM3NDg3MzQ5MGFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2022/23,2023-06-30,matchday_revenue_original,76481000.0,33,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2023,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQxNzE0MTU2NWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2022/23,2023-06-30,broadcast_revenue_original,225902000.0,33,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2023,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQxNzE0MTU2NWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2022/23,2023-06-30,commercial_revenue_original,210084000.0,33,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2023,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQxNzE0MTU2NWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2022/23,2023-06-30,excluded_player_trading_revenue_original,62861000.0,34,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2023,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQxNzE0MTU2NWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2022/23,2023-06-30,staff_costs_original,403962000.0,35,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2023,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQxNzE0MTU2NWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2022/23,2023-06-30,player_amortisation_original,205000000.0,34,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2023,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQxNzE0MTU2NWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2022/23,2023-06-30,profit_on_player_sales_original,62861000.0,34,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2023,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQxNzE0MTU2NWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2023/24,2024-06-30,matchday_revenue_original,80120000.0,33,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2024,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQ2MTE3NTE4OWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2023/24,2024-06-30,broadcast_revenue_original,163101000.0,33,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2024,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQ2MTE3NTE4OWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2023/24,2024-06-30,commercial_revenue_original,225265000.0,33,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2024,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQ2MTE3NTE4OWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2023/24,2024-06-30,excluded_player_trading_revenue_original,152463000.0,34,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2024,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQ2MTE3NTE4OWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2023/24,2024-06-30,staff_costs_original,338021000.0,35,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2024,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQ2MTE3NTE4OWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2023/24,2024-06-30,player_amortisation_original,191826000.0,34,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2024,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQ2MTE3NTE4OWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2023/24,2024-06-30,profit_on_player_sales_original,152463000.0,34,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2024,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzQ2MTE3NTE4OWFkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2024/25,2025-06-30,matchday_revenue_original,86762000.0,29,Matchday,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2025,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzUxNDEyMjMwN2FkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2024/25,2025-06-30,broadcast_revenue_original,203230000.0,29,Broadcasting,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2025,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzUxNDEyMjMwN2FkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2024/25,2025-06-30,commercial_revenue_original,200865000.0,29,Commercial,Official Chelsea turnover analysis note.,Group of companies' accounts made up to 30 June 2025,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzUxNDEyMjMwN2FkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2024/25,2025-06-30,excluded_player_trading_revenue_original,57906000.0,30,Profit on disposal of player registrations,Official Chelsea profit/loss note. Excluded from football revenue total.,Group of companies' accounts made up to 30 June 2025,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzUxNDEyMjMwN2FkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2024/25,2025-06-30,staff_costs_original,359265000.0,31,Wages and salaries / employee costs,Official Chelsea staff numbers and costs note.,Group of companies' accounts made up to 30 June 2025,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzUxNDEyMjMwN2FkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2024/25,2025-06-30,player_amortisation_original,213893000.0,30,Amortisation of intangible assets / player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2025,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzUxNDEyMjMwN2FkaXF6a2N4/document?download=0&format=pdf
chelsea,Chelsea,2024/25,2025-06-30,profit_on_player_sales_original,57906000.0,30,Profit on disposal of player registrations,Official Chelsea profit/loss note.,Group of companies' accounts made up to 30 June 2025,https://find-and-update.company-information.service.gov.uk/company/02536231/filing-history/MzUxNDEyMjMwN2FkaXF6a2N4/document?download=0&format=pdf
liverpool,Liverpool,2011/12,2012-05-31,matchday_revenue_original,42327000.0,17,Matchday,Analysis of turnover note. Values were disclosed in GBP thousands and converted to full GBP.,Full accounts made up to 31 May 2012,https://find-and-update.company-information.service.gov.uk/company/00035668/filing-history/MzA3MzkyNTQ5NmFkaXF6a2N4/document?format=pdf&download=0
liverpool,Liverpool,2011/12,2012-05-31,broadcast_revenue_original,62774000.0,17,Media,Analysis of turnover note. Values were disclosed in GBP thousands and converted to full GBP.,Full accounts made up to 31 May 2012,https://find-and-update.company-information.service.gov.uk/company/00035668/filing-history/MzA3MzkyNTQ5NmFkaXF6a2N4/document?format=pdf&download=0
liverpool,Liverpool,2011/12,2012-05-31,commercial_revenue_original,63897000.0,17,Commercial,Analysis of turnover note. Values were disclosed in GBP thousands and converted to full GBP.,Full accounts made up to 31 May 2012,https://find-and-update.company-information.service.gov.uk/company/00035668/filing-history/MzA3MzkyNTQ5NmFkaXF6a2N4/document?format=pdf&download=0
liverpool,Liverpool,2011/12,2012-05-31,staff_costs_original,109231000.0,18,Staff costs,Administrative expenses note. Values were disclosed in GBP thousands and converted to full GBP.,Full accounts made up to 31 May 2012,https://find-and-update.company-information.service.gov.uk/company/00035668/filing-history/MzA3MzkyNTQ5NmFkaXF6a2N4/document?format=pdf&download=0
liverpool,Liverpool,2011/12,2012-05-31,player_amortisation_original,33759000.0,18,Amortisation of players' registrations,Administrative expenses note. Values were disclosed in GBP thousands and converted to full GBP.,Full accounts made up to 31 May 2012,https://find-and-update.company-information.service.gov.uk/company/00035668/filing-history/MzA3MzkyNTQ5NmFkaXF6a2N4/document?format=pdf&download=0
liverpool,Liverpool,2011/12,2012-05-31,profit_loss_before_tax_original,-40522000.0,21,Loss on ordinary activities before taxation,Taxation note. Values were disclosed in GBP thousands and converted to full GBP.,Full accounts made up to 31 May 2012,https://find-and-update.company-information.service.gov.uk/company/00035668/filing-history/MzA3MzkyNTQ5NmFkaXF6a2N4/document?format=pdf&download=0
liverpool,Liverpool,2011/12,2012-05-31,net_debt_original,87170000.0,30,Net debt at 31 May 2012,Analysis of changes in net debt note. Values were disclosed in GBP thousands and converted to full GBP.,Full accounts made up to 31 May 2012,https://find-and-update.company-information.service.gov.uk/company/00035668/filing-history/MzA3MzkyNTQ5NmFkaXF6a2N4/document?format=pdf&download=0
